,country,centroid_lat,centroid_lon,pwt_growth,mpd_growth,wbdi_growth,year,pow_year,aod_yr_t-0,aod_yr_t-1,aod_yr_t-2,aod_yr_t-3,aod_yr_t-4,aod_yr_t-5,aod_dry_t-0,aod_dry_t-1,aod_dry_t-2,aod_dry_t-3,aod_dry_t-4,aod_dry_t-5,aod_wt_yr_t-0,aod_wt_yr_t-1,aod_wt_yr_t-2,aod_wt_yr_t-3,aod_wt_yr_t-4,aod_wt_yr_t-5,aod_wt_dry_t-0,aod_wt_dry_t-1,aod_wt_dry_t-2,aod_wt_dry_t-3,aod_wt_dry_t-4,aod_wt_dry_t-5,pm25_dry_t-0,pm25_dry_t-1,pm25_dry_t-2,pm25_dry_t-3,pm25_dry_t-4,pm25_dry_t-5,pm25_yr_t-0,pm25_yr_t-1,pm25_yr_t-2,pm25_yr_t-3,pm25_yr_t-4,pm25_yr_t-5,pm25_wt_dry_t-0,pm25_wt_dry_t-1,pm25_wt_dry_t-2,pm25_wt_dry_t-3,pm25_wt_dry_t-4,pm25_wt_dry_t-5,prec_wt_dry_t-0,prec_wt_dry_t-1,prec_wt_dry_t-2,prec_wt_dry_t-3,prec_wt_dry_t-4,prec_wt_dry_t-5,temp_wt_dry_t-0,temp_wt_dry_t-1,temp_wt_dry_t-2,temp_wt_dry_t-3,temp_wt_dry_t-4,temp_wt_dry_t-5,prec_dry_t-0,prec_dry_t-1,prec_dry_t-2,prec_dry_t-3,prec_dry_t-4,prec_dry_t-5,temp_dry_t-0,temp_dry_t-1,temp_dry_t-2,temp_dry_t-3,temp_dry_t-4,temp_dry_t-5,prec_wt_yr_t-0,prec_wt_yr_t-1,prec_wt_yr_t-2,prec_wt_yr_t-3,prec_wt_yr_t-4,prec_wt_yr_t-5,temp_wt_yr_t-0,temp_wt_yr_t-1,temp_wt_yr_t-2,temp_wt_yr_t-3,temp_wt_yr_t-4,temp_wt_yr_t-5,prec_yr_t-0,prec_yr_t-1,prec_yr_t-2,prec_yr_t-3,prec_yr_t-4,prec_yr_t-5,temp_yr_t-0,temp_yr_t-1,temp_yr_t-2,temp_yr_t-3,temp_yr_t-4,temp_yr_t-5,dust_yr_t-0,dust_yr_t-1,dust_yr_t-2,dust_dry_t-3,dust_dry_t-4,dust_dry_t-5,dust_dry_t-0,dust_dry_t-1,dust_dry_t-2,dust_yr_t-3,dust_yr_t-4,dust_yr_t-5,dust_wt_dry_t-0,dust_wt_dry_t-1,dust_wt_dry_t-2,dust_wt_dry_t-3,dust_wt_dry_t-4,dust_wt_dry_t-5,dust_wt_yr_t-0,dust_wt_yr_t-1,dust_wt_yr_t-2,dust_wt_yr_t-3,dust_wt_yr_t-4,dust_wt_yr_t-5,dust_pred_wt_dry_t-0,dust_pred_wt_dry_t-1,dust_pred_wt_dry_t-2,dust_pred_wt_dry_t-3,dust_pred_wt_dry_t-4,dust_pred_wt_dry_t-5,dust_sim_wt_dry_t-0,dust_sim_wt_dry_t-1,dust_sim_wt_dry_t-2,dust_sim_wt_dry_t-3,dust_sim_wt_dry_t-4,dust_sim_wt_dry_t-5,bodele_aod_dry,bodele_x,bodele_y,bodele_pm25_dry,bodele_x,bodele_y
97,gambia,13.443182,-15.310139,0.023031455851277416,0.030425511553621814,0.0686999962173856,2003,4012009,0.40836883,0.4090457,0.3883203,0.44812807,0.3885564,0.47490555,0.37384984,0.38493553,0.373203,0.5479052,0.44914374,0.4436158,0.021880696,0.021733748,0.020640096,0.023580473,0.020325437,0.025082197,0.019709684,0.019974254,0.019737532,0.028275046,0.023215242,0.022956975,6.517729e-08,6.869002e-08,6.9723086e-08,9.2359876e-08,8.160306e-08,7.980637e-08,5.711726e-08,5.5317855e-08,5.107729e-08,5.9273255e-08,5.572862e-08,6.48466e-08,3.5180174e-09,3.654915e-09,3.7995154e-09,4.7828714e-09,4.359457e-09,4.2389243e-09,2.2057879e-08,6.576962e-08,1.6914074e-08,1.06829745e-08,1.3860107e-08,2.3500618e-08,15.881337,15.892526,15.867196,15.836171,15.833698,15.893097,1.764418e-07,8.9494745e-07,1.811752e-07,9.04134e-08,1.202911e-07,2.2808973e-07,300.9387,300.8649,300.205,299.40283,299.68137,300.5143,1.3685413e-06,6.7184317e-07,7.9033316e-07,1.138344e-06,1.6909474e-06,1.0610796e-06,15.878437,15.911146,15.911636,15.869563,15.848531,15.904948,2.9143635e-05,1.2875185e-05,1.4742564e-05,2.1542142e-05,3.3999095e-05,2.2815893e-05,300.33493,301.08572,300.9077,300.03085,299.6403,300.74823,4.7132634e-08,4.5836266e-08,4.049622e-08,4.8370495e-08,4.3698158e-08,5.2590394e-08,5.561603e-08,5.8527714e-08,5.833943e-08,7.493918e-08,6.72433e-08,6.9124376e-08,2.9779765e-09,3.1007825e-09,3.2019605e-09,3.960981e-09,3.666879e-09,3.70314e-09,2.4788704e-09,2.4518527e-09,2.1859088e-09,2.535437e-09,2.3396867e-09,2.7959193e-09,3.3115508e-09,3.6676115e-09,3.5230494e-09,3.657004e-09,3.3171608e-09,3.4816567e-09,1.9065767e-09,2.5180915e-09,2.4046596e-09,2.8166203e-09,2.3337552e-09,2.4899767e-09,0.4383056,0.65647954,0.5445212,1.7593686e-07,1.259971e-07,1.5848858e-07
98,gambia,13.443182,-15.310139,0.09209375405649403,0.10070877265791513,0.07050000000646127,2004,4016016,0.41086346,0.40836883,0.4090457,0.3883203,0.44812807,0.3885564,0.4403662,0.37384984,0.38493553,0.373203,0.5479052,0.44914374,0.02188391,0.021880696,0.021733748,0.020640096,0.023580473,0.020325437,0.022870436,0.019709684,0.019974254,0.019737532,0.028275046,0.023215242,7.092929e-08,6.517729e-08,6.869002e-08,6.9723086e-08,9.2359876e-08,8.160306e-08,5.617383e-08,5.711726e-08,5.5317855e-08,5.107729e-08,5.9273255e-08,5.572862e-08,3.69039e-09,3.5180174e-09,3.654915e-09,3.7995154e-09,4.7828714e-09,4.359457e-09,3.4047414e-08,2.2057879e-08,6.576962e-08,1.6914074e-08,1.06829745e-08,1.3860107e-08,15.84806,15.881337,15.892526,15.867196,15.836171,15.833698,4.9953536e-07,1.764418e-07,8.9494745e-07,1.811752e-07,9.04134e-08,1.202911e-07,299.7218,300.9387,300.8649,300.205,299.40283,299.68137,1.2664786e-06,1.3685413e-06,6.7184317e-07,7.9033316e-07,1.138344e-06,1.6909474e-06,15.882538,15.878437,15.911146,15.911636,15.869563,15.848531,2.666416e-05,2.9143635e-05,1.2875185e-05,1.4742564e-05,2.1542142e-05,3.3999095e-05,300.2615,300.33493,301.08572,300.9077,300.03085,299.6403,4.572631e-08,4.7132634e-08,4.5836266e-08,4.049622e-08,4.8370495e-08,4.3698158e-08,5.923457e-08,5.561603e-08,5.8527714e-08,5.833943e-08,7.493918e-08,6.72433e-08,3.0844083e-09,2.9779765e-09,3.1007825e-09,3.2019605e-09,3.960981e-09,3.666879e-09,2.3959357e-09,2.4788704e-09,2.4518527e-09,2.1859088e-09,2.535437e-09,2.3396867e-09,3.608879e-09,3.3115508e-09,3.6676115e-09,3.5230494e-09,3.657004e-09,3.3171608e-09,2.0995445e-09,1.9065767e-09,2.5180915e-09,2.4046596e-09,2.8166203e-09,2.3337552e-09,0.4460216,0.6843865,0.53226465,2.05165e-07,1.2813636e-07,1.688752e-07
99,gambia,13.443182,-15.310139,-0.023517299278700915,-0.0020784760285805213,-0.023517293617598283,2005,4020025,0.40686902,0.41086346,0.40836883,0.4090457,0.3883203,0.44812807,0.41791767,0.4403662,0.37384984,0.38493553,0.373203,0.5479052,0.021702323,0.02188391,0.021880696,0.021733748,0.020640096,0.023580473,0.021873804,0.022870436,0.019709684,0.019974254,0.019737532,0.028275046,7.3217514e-08,7.092929e-08,6.517729e-08,6.869002e-08,6.9723086e-08,9.2359876e-08,5.6000285e-08,5.617383e-08,5.711726e-08,5.5317855e-08,5.107729e-08,5.9273255e-08,3.878483e-09,3.69039e-09,3.5180174e-09,3.654915e-09,3.7995154e-09,4.7828714e-09,9.534392e-08,3.4047414e-08,2.2057879e-08,6.576962e-08,1.6914074e-08,1.06829745e-08,15.854752,15.84806,15.881337,15.892526,15.867196,15.836171,1.9910185e-06,4.9953536e-07,1.764418e-07,8.9494745e-07,1.811752e-07,9.04134e-08,300.12143,299.7218,300.9387,300.8649,300.205,299.40283,1.8545805e-06,1.2664786e-06,1.3685413e-06,6.7184317e-07,7.9033316e-07,1.138344e-06,15.887508,15.882538,15.878437,15.911146,15.911636,15.869563,3.6412133e-05,2.666416e-05,2.9143635e-05,1.2875185e-05,1.4742564e-05,2.1542142e-05,300.2494,300.2615,300.33493,301.08572,300.9077,300.03085,4.4788276e-08,4.572631e-08,4.7132634e-08,4.5836266e-08,4.049622e-08,4.8370495e-08,6.188085e-08,5.923457e-08,5.561603e-08,5.8527714e-08,5.833943e-08,7.493918e-08,3.2648622e-09,3.0844083e-09,2.9779765e-09,3.1007825e-09,3.2019605e-09,3.960981e-09,2.3966402e-09,2.3959357e-09,2.4788704e-09,2.4518527e-09,2.1859088e-09,2.535437e-09,3.5154253e-09,3.608879e-09,3.3115508e-09,3.6676115e-09,3.5230494e-09,3.657004e-09,2.0310875e-09,2.0995445e-09,1.9065767e-09,2.5180915e-09,2.4046596e-09,2.8166203e-09,0.4648296,0.64579016,0.56743544,1.9800682e-07,1.2944177e-07,1.6773244e-07
100,gambia,13.443182,-15.310139,-0.005555784968941507,0.019209885737327556,-0.0055558097724718964,2006,4024036,0.3800662,0.40686902,0.41086346,0.40836883,0.4090457,0.3883203,0.37138468,0.41791767,0.4403662,0.37384984,0.38493553,0.373203,0.020456394,0.021702323,0.02188391,0.021880696,0.021733748,0.020640096,0.019802544,0.021873804,0.022870436,0.019709684,0.019974254,0.019737532,6.3958815e-08,7.3217514e-08,7.092929e-08,6.517729e-08,6.869002e-08,6.9723086e-08,5.2062248e-08,5.6000285e-08,5.617383e-08,5.711726e-08,5.5317855e-08,5.107729e-08,3.4289112e-09,3.878483e-09,3.69039e-09,3.5180174e-09,3.654915e-09,3.7995154e-09,3.3216043e-08,9.534392e-08,3.4047414e-08,2.2057879e-08,6.576962e-08,1.6914074e-08,15.824249,15.854752,15.84806,15.881337,15.892526,15.867196,3.4863527e-07,1.9910185e-06,4.9953536e-07,1.764418e-07,8.9494745e-07,1.811752e-07,299.25482,300.12143,299.7218,300.9387,300.8649,300.205,1.4150033e-06,1.8545805e-06,1.2664786e-06,1.3685413e-06,6.7184317e-07,7.9033316e-07,15.864373,15.887508,15.882538,15.878437,15.911146,15.911636,2.8306173e-05,3.6412133e-05,2.666416e-05,2.9143635e-05,1.2875185e-05,1.4742564e-05,299.8904,300.2494,300.2615,300.33493,301.08572,300.9077,4.067318e-08,4.4788276e-08,4.572631e-08,4.7132634e-08,4.5836266e-08,4.049622e-08,5.0851455e-08,6.188085e-08,5.923457e-08,5.561603e-08,5.8527714e-08,5.833943e-08,2.7591076e-09,3.2648622e-09,3.0844083e-09,2.9779765e-09,3.1007825e-09,3.2019605e-09,2.209253e-09,2.3966402e-09,2.3959357e-09,2.4788704e-09,2.4518527e-09,2.1859088e-09,3.2947607e-09,3.5154253e-09,3.608879e-09,3.3115508e-09,3.6676115e-09,3.5230494e-09,1.6434244e-09,2.0310875e-09,2.0995445e-09,1.9065767e-09,2.5180915e-09,2.4046596e-09,0.41712028,0.6943675,0.5372222,1.8269104e-07,1.2483675e-07,1.6454783e-07
101,gambia,13.443182,-15.310139,0.030432480673010787,0.0440059286031726,0.030432495082977937,2007,4028049,0.39979196,0.3800662,0.40686902,0.41086346,0.40836883,0.4090457,0.41038617,0.37138468,0.41791767,0.4403662,0.37384984,0.38493553,0.021200817,0.020456394,0.021702323,0.02188391,0.021880696,0.021733748,0.021603942,0.019802544,0.021873804,0.022870436,0.019709684,0.019974254,7.450363e-08,6.3958815e-08,7.3217514e-08,7.092929e-08,6.517729e-08,6.869002e-08,5.7010382e-08,5.2062248e-08,5.6000285e-08,5.617383e-08,5.711726e-08,5.5317855e-08,4.0215884e-09,3.4289112e-09,3.878483e-09,3.69039e-09,3.5180174e-09,3.654915e-09,2.2552275e-08,3.3216043e-08,9.534392e-08,3.4047414e-08,2.2057879e-08,6.576962e-08,15.85653,15.824249,15.854752,15.84806,15.881337,15.892526,1.7447549e-07,3.4863527e-07,1.9910185e-06,4.9953536e-07,1.764418e-07,8.9494745e-07,299.91464,299.25482,300.12143,299.7218,300.9387,300.8649,1.2541759e-06,1.4150033e-06,1.8545805e-06,1.2664786e-06,1.3685413e-06,6.7184317e-07,15.875889,15.864373,15.887508,15.882538,15.878437,15.911146,2.5429792e-05,2.8306173e-05,3.6412133e-05,2.666416e-05,2.9143635e-05,1.2875185e-05,300.15106,299.8904,300.2494,300.2615,300.33493,301.08572,4.6251873e-08,4.067318e-08,4.4788276e-08,4.572631e-08,4.7132634e-08,4.5836266e-08,6.167264e-08,5.0851455e-08,6.188085e-08,5.923457e-08,5.561603e-08,5.8527714e-08,3.3666123e-09,2.7591076e-09,3.2648622e-09,3.0844083e-09,2.9779765e-09,3.1007825e-09,2.4713518e-09,2.209253e-09,2.3966402e-09,2.3959357e-09,2.4788704e-09,2.4518527e-09,3.7849057e-09,3.2947607e-09,3.5154253e-09,3.608879e-09,3.3115508e-09,3.6676115e-09,2.6782054e-09,1.6434244e-09,2.0310875e-09,2.0995445e-09,1.9065767e-09,2.5180915e-09,0.4857052,0.66710395,0.56496847,2.195367e-07,1.2678349e-07,1.758414e-07
102,gambia,13.443182,-15.310139,0.06255909409521478,0.06502975848857137,0.06255905533943107,2008,4032064,0.41644606,0.39979196,0.3800662,0.40686902,0.41086346,0.40836883,0.41311854,0.41038617,0.37138468,0.41791767,0.4403662,0.37384984,0.022179684,0.021200817,0.020456394,0.021702323,0.02188391,0.021880696,0.021670667,0.021603942,0.019802544,0.021873804,0.022870436,0.019709684,7.0985585e-08,7.450363e-08,6.3958815e-08,7.3217514e-08,7.092929e-08,6.517729e-08,5.8120015e-08,5.7010382e-08,5.2062248e-08,5.6000285e-08,5.617383e-08,5.711726e-08,3.7602814e-09,4.0215884e-09,3.4289112e-09,3.878483e-09,3.69039e-09,3.5180174e-09,4.180547e-08,2.2552275e-08,3.3216043e-08,9.534392e-08,3.4047414e-08,2.2057879e-08,15.8554125,15.85653,15.824249,15.854752,15.84806,15.881337,6.286855e-07,1.7447549e-07,3.4863527e-07,1.9910185e-06,4.9953536e-07,1.764418e-07,299.96793,299.91464,299.25482,300.12143,299.7218,300.9387,1.990587e-06,1.2541759e-06,1.4150033e-06,1.8545805e-06,1.2664786e-06,1.3685413e-06,15.877903,15.875889,15.864373,15.887508,15.882538,15.878437,3.9036557e-05,2.5429792e-05,2.8306173e-05,3.6412133e-05,2.666416e-05,2.9143635e-05,300.10855,300.15106,299.8904,300.2494,300.2615,300.33493,4.6169156e-08,4.6251873e-08,4.067318e-08,4.4788276e-08,4.572631e-08,4.7132634e-08,5.9269276e-08,6.167264e-08,5.0851455e-08,6.188085e-08,5.923457e-08,5.561603e-08,3.1443284e-09,3.3666123e-09,2.7591076e-09,3.2648622e-09,3.0844083e-09,2.9779765e-09,2.45739e-09,2.4713518e-09,2.209253e-09,2.3966402e-09,2.3959357e-09,2.4788704e-09,3.8597836e-09,3.7849057e-09,3.2947607e-09,3.5154253e-09,3.608879e-09,3.3115508e-09,2.7015061e-09,2.6782054e-09,1.6434244e-09,2.0310875e-09,2.0995445e-09,1.9065767e-09,0.47301826,0.66502786,0.5506782,2.2546843e-07,1.2894591e-07,1.7938932e-07
103,gambia,13.443182,-15.310139,0.06665723058648391,0.07213208215280316,0.06665724307836657,2009,4036081,0.36190885,0.41644606,0.39979196,0.3800662,0.40686902,0.41086346,0.37951422,0.41311854,0.41038617,0.37138468,0.41791767,0.4403662,0.01935272,0.022179684,0.021200817,0.020456394,0.021702323,0.02188391,0.019939631,0.021670667,0.021603942,0.019802544,0.021873804,0.022870436,7.0924024e-08,7.0985585e-08,7.450363e-08,6.3958815e-08,7.3217514e-08,7.092929e-08,5.1321912e-08,5.8120015e-08,5.7010382e-08,5.2062248e-08,5.6000285e-08,5.617383e-08,3.7563765e-09,3.7602814e-09,4.0215884e-09,3.4289112e-09,3.878483e-09,3.69039e-09,1.09467955e-08,4.180547e-08,2.2552275e-08,3.3216043e-08,9.534392e-08,3.4047414e-08,15.758641,15.8554125,15.85653,15.824249,15.854752,15.84806,9.499004e-08,6.286855e-07,1.7447549e-07,3.4863527e-07,1.9910185e-06,4.9953536e-07,298.27496,299.96793,299.91464,299.25482,300.12143,299.7218,1.8939055e-06,1.990587e-06,1.2541759e-06,1.4150033e-06,1.8545805e-06,1.2664786e-06,15.830571,15.877903,15.875889,15.864373,15.887508,15.882538,3.7727175e-05,3.9036557e-05,2.5429792e-05,2.8306173e-05,3.6412133e-05,2.666416e-05,299.30212,300.10855,300.15106,299.8904,300.2494,300.2615,4.0029207e-08,4.6169156e-08,4.6251873e-08,4.067318e-08,4.4788276e-08,4.572631e-08,5.699826e-08,5.9269276e-08,6.167264e-08,5.0851455e-08,6.188085e-08,5.923457e-08,3.0563192e-09,3.1443284e-09,3.3666123e-09,2.7591076e-09,3.2648622e-09,3.0844083e-09,2.1409245e-09,2.45739e-09,2.4713518e-09,2.209253e-09,2.3966402e-09,2.3959357e-09,3.3851402e-09,3.8597836e-09,3.7849057e-09,3.2947607e-09,3.5154253e-09,3.608879e-09,1.5817355e-09,2.7015061e-09,2.6782054e-09,1.6434244e-09,2.0310875e-09,2.0995445e-09,0.4610015,0.65041775,0.5420121,2.0419068e-07,1.2150964e-07,1.6319888e-07
104,gambia,13.443182,-15.310139,0.059083323592219,0.07299179948150677,0.05908335809682873,2010,4040100,0.43521807,0.36190885,0.41644606,0.39979196,0.3800662,0.40686902,0.44470325,0.37951422,0.41311854,0.41038617,0.37138468,0.41791767,0.023202855,0.01935272,0.022179684,0.021200817,0.020456394,0.021702323,0.02337809,0.019939631,0.021670667,0.021603942,0.019802544,0.021873804,6.787159e-08,7.0924024e-08,7.0985585e-08,7.450363e-08,6.3958815e-08,7.3217514e-08,5.2332815e-08,5.1321912e-08,5.8120015e-08,5.7010382e-08,5.2062248e-08,5.6000285e-08,3.5141905e-09,3.7563765e-09,3.7602814e-09,4.0215884e-09,3.4289112e-09,3.878483e-09,4.304584e-08,1.09467955e-08,4.180547e-08,2.2552275e-08,3.3216043e-08,9.534392e-08,15.822628,15.758641,15.8554125,15.85653,15.824249,15.854752,6.7398275e-07,9.499004e-08,6.286855e-07,1.7447549e-07,3.4863527e-07,1.9910185e-06,299.27078,298.27496,299.96793,299.91464,299.25482,300.12143,1.5823131e-06,1.8939055e-06,1.990587e-06,1.2541759e-06,1.4150033e-06,1.8545805e-06,15.881779,15.830571,15.877903,15.875889,15.864373,15.887508,3.1564e-05,3.7727175e-05,3.9036557e-05,2.5429792e-05,2.8306173e-05,3.6412133e-05,300.14783,299.30212,300.10855,300.15106,299.8904,300.2494,4.0030486e-08,4.0029207e-08,4.6169156e-08,4.6251873e-08,4.067318e-08,4.4788276e-08,5.2940642e-08,5.699826e-08,5.9269276e-08,6.167264e-08,5.0851455e-08,6.188085e-08,2.7810063e-09,3.0563192e-09,3.1443284e-09,3.3666123e-09,2.7591076e-09,3.2648622e-09,2.0916973e-09,2.1409245e-09,2.45739e-09,2.4713518e-09,2.209253e-09,2.3966402e-09,3.2377463e-09,3.3851402e-09,3.8597836e-09,3.7849057e-09,3.2947607e-09,3.5154253e-09,2.0115547e-09,1.5817355e-09,2.7015061e-09,2.6782054e-09,1.6434244e-09,2.0310875e-09,0.4414493,0.6144635,0.56250304,1.8208883e-07,1.178207e-07,1.5657368e-07
105,gambia,13.443182,-15.310139,-0.08130443936566352,-0.035444840661650864,-0.0813044422315671,2011,4044121,0.4118685,0.43521807,0.36190885,0.41644606,0.39979196,0.3800662,0.37112802,0.44470325,0.37951422,0.41311854,0.41038617,0.37138468,0.021918224,0.023202855,0.01935272,0.022179684,0.021200817,0.020456394,0.019529529,0.02337809,0.019939631,0.021670667,0.021603942,0.019802544,6.478465e-08,6.787159e-08,7.0924024e-08,7.0985585e-08,7.450363e-08,6.3958815e-08,5.6043532e-08,5.2332815e-08,5.1321912e-08,5.8120015e-08,5.7010382e-08,5.2062248e-08,3.4221048e-09,3.5141905e-09,3.7563765e-09,3.7602814e-09,4.0215884e-09,3.4289112e-09,2.0117561e-08,4.304584e-08,1.09467955e-08,4.180547e-08,2.2552275e-08,3.3216043e-08,15.832053,15.822628,15.758641,15.8554125,15.85653,15.824249,2.633642e-07,6.7398275e-07,9.499004e-08,6.286855e-07,1.7447549e-07,3.4863527e-07,299.51758,299.27078,298.27496,299.96793,299.91464,299.25482,1.1097875e-06,1.5823131e-06,1.8939055e-06,1.990587e-06,1.2541759e-06,1.4150033e-06,15.877956,15.881779,15.830571,15.877903,15.875889,15.864373,2.2178856e-05,3.1564e-05,3.7727175e-05,3.9036557e-05,2.5429792e-05,2.8306173e-05,300.21896,300.14783,299.30212,300.10855,300.15106,299.8904,4.5872962e-08,4.0030486e-08,4.0029207e-08,4.6169156e-08,4.6251873e-08,4.067318e-08,5.1875293e-08,5.2940642e-08,5.699826e-08,5.9269276e-08,6.167264e-08,5.0851455e-08,2.7491986e-09,2.7810063e-09,3.0563192e-09,3.1443284e-09,3.3666123e-09,2.7591076e-09,2.4036706e-09,2.0916973e-09,2.1409245e-09,2.45739e-09,2.4713518e-09,2.209253e-09,3.441801e-09,3.2377463e-09,3.3851402e-09,3.8597836e-09,3.7849057e-09,3.2947607e-09,2.094448e-09,2.0115547e-09,1.5817355e-09,2.7015061e-09,2.6782054e-09,1.6434244e-09,0.4603701,0.6788797,0.5522642,1.9361345e-07,1.1931897e-07,1.6934453e-07
106,gambia,13.443182,-15.310139,0.05241567365447848,0.0576960886571925,0.052415692463074,2012,4048144,0.40923744,0.4118685,0.43521807,0.36190885,0.41644606,0.39979196,0.48460114,0.37112802,0.44470325,0.37951422,0.41311854,0.41038617,0.021851892,0.021918224,0.023202855,0.01935272,0.022179684,0.021200817,0.025596807,0.019529529,0.02337809,0.019939631,0.021670667,0.021603942,8.4690555e-08,6.478465e-08,6.787159e-08,7.0924024e-08,7.0985585e-08,7.450363e-08,5.6047636e-08,5.6043532e-08,5.2332815e-08,5.1321912e-08,5.8120015e-08,5.7010382e-08,4.6551523e-09,3.4221048e-09,3.5141905e-09,3.7563765e-09,3.7602814e-09,4.0215884e-09,5.6029737e-08,2.0117561e-08,4.304584e-08,1.09467955e-08,4.180547e-08,2.2552275e-08,15.853054,15.832053,15.822628,15.758641,15.8554125,15.85653,7.314783e-07,2.633642e-07,6.7398275e-07,9.499004e-08,6.286855e-07,1.7447549e-07,299.94186,299.51758,299.27078,298.27496,299.96793,299.91464,1.3933816e-06,1.1097875e-06,1.5823131e-06,1.8939055e-06,1.990587e-06,1.2541759e-06,15.875868,15.877956,15.881779,15.830571,15.877903,15.875889,2.9491513e-05,2.2178856e-05,3.1564e-05,3.7727175e-05,3.9036557e-05,2.5429792e-05,300.07266,300.21896,300.14783,299.30212,300.10855,300.15106,4.6661288e-08,4.5872962e-08,4.0030486e-08,4.0029207e-08,4.6169156e-08,4.6251873e-08,7.455757e-08,5.1875293e-08,5.2940642e-08,5.699826e-08,5.9269276e-08,6.167264e-08,4.1045163e-09,2.7491986e-09,2.7810063e-09,3.0563192e-09,3.1443284e-09,3.3666123e-09,2.547493e-09,2.4036706e-09,2.0916973e-09,2.1409245e-09,2.45739e-09,2.4713518e-09,3.8517123e-09,3.441801e-09,3.2377463e-09,3.3851402e-09,3.8597836e-09,3.7849057e-09,2.6106353e-09,2.094448e-09,2.0115547e-09,1.5817355e-09,2.7015061e-09,2.6782054e-09,0.507767,0.6293853,0.56667936,2.2364057e-07,1.093433e-07,1.6815602e-07
107,gambia,13.443182,-15.310139,0.028727733232264317,0.04828638941398865,0.028727687903268944,2013,4052169,0.32996145,0.40923744,0.4118685,0.43521807,0.36190885,0.41644606,0.29069078,0.48460114,0.37112802,0.44470325,0.37951422,0.41311854,0.017728895,0.021851892,0.021918224,0.023202855,0.01935272,0.022179684,0.015333306,0.025596807,0.019529529,0.02337809,0.019939631,0.021670667,5.5850517e-08,8.4690555e-08,6.478465e-08,6.787159e-08,7.0924024e-08,7.0985585e-08,4.5588244e-08,5.6047636e-08,5.6043532e-08,5.2332815e-08,5.1321912e-08,5.8120015e-08,2.9843992e-09,4.6551523e-09,3.4221048e-09,3.5141905e-09,3.7563765e-09,3.7602814e-09,3.4969233e-08,5.6029737e-08,2.0117561e-08,4.304584e-08,1.09467955e-08,4.180547e-08,15.85046,15.853054,15.832053,15.822628,15.758641,15.8554125,5.738984e-07,7.314783e-07,2.633642e-07,6.7398275e-07,9.499004e-08,6.286855e-07,299.9001,299.94186,299.51758,299.27078,298.27496,299.96793,1.3953484e-06,1.3933816e-06,1.1097875e-06,1.5823131e-06,1.8939055e-06,1.990587e-06,15.880877,15.875868,15.877956,15.881779,15.830571,15.877903,2.8281382e-05,2.9491513e-05,2.2178856e-05,3.1564e-05,3.7727175e-05,3.9036557e-05,300.22116,300.07266,300.21896,300.14783,299.30212,300.10855,3.5077967e-08,4.6661288e-08,4.5872962e-08,4.0030486e-08,4.0029207e-08,4.6169156e-08,4.518405e-08,7.455757e-08,5.1875293e-08,5.2940642e-08,5.699826e-08,5.9269276e-08,2.4243363e-09,4.1045163e-09,2.7491986e-09,2.7810063e-09,3.0563192e-09,3.1443284e-09,1.8978372e-09,2.547493e-09,2.4036706e-09,2.0916973e-09,2.1409245e-09,2.45739e-09,3.2202876e-09,3.8517123e-09,3.441801e-09,3.2377463e-09,3.3851402e-09,3.8597836e-09,1.824879e-09,2.6106353e-09,2.094448e-09,2.0115547e-09,1.5817355e-09,2.7015061e-09,0.4296738,0.65228707,0.5166223,1.7357749e-07,1.1840312e-07,1.5149745e-07
